Id,dest,cap,arr,dep,inb,type
0,4,40,752,0,1,Inbound train without any special treatment.
1,3,40,417,0,1,Inbound train without any special treatment.
2,4,40,702,0,1,Inbound train without any special treatment.
3,2,40,760,0,1,Inbound train without any special treatment.
4,1,40,262,0,1,Inbound train without any special treatment.
5,5,40,784,0,1,Inbound train with special treatment.
6,2,40,137,0,1,Inbound train with special treatment.
7,3,40,450,0,1,Inbound train with special treatment.
8,4,40,219,0,1,Inbound train with special treatment.
9,1,40,736,0,1,Inbound train with special treatment.
10,4,40,0,929,0,Outbound train that leaves the yard from the classification tracks.
11,2,40,0,1142,0,Outbound train that leaves the yard from the classification tracks.
12,5,40,0,697,0,Outbound train that leaves the yard from the classification tracks.
13,3,40,0,845,0,Outbound train that leaves the yard from the classification tracks.
14,1,40,0,1312,0,Outbound train that leaves the yard from the classification tracks.
15,2,40,0,743,0,Outbound train that leaves the yard from the departure tracks.
16,1,40,0,1315,0,Outbound train that leaves the yard from the departure tracks.
17,5,40,0,1111,0,Outbound train that leaves the yard from the departure tracks.
18,3,40,0,1404,0,Outbound train that leaves the yard from the departure tracks.
19,4,40,0,1332,0,Outbound train that leaves the yard from the departure tracks.
