Id,dest,cap,arr,dep,inb,type
0,2,40,313,0,1,Inbound train without any special treatment.
1,1,40,421,0,1,Inbound train without any special treatment.
2,1,40,299,0,1,Inbound train without any special treatment.
3,2,40,750,0,1,Inbound train without any special treatment.
4,2,40,583,0,1,Inbound train without any special treatment.
5,2,40,38,0,1,Inbound train without any special treatment.
6,1,40,544,0,1,Inbound train without any special treatment.
7,2,40,111,0,1,Inbound train without any special treatment.
8,1,40,733,0,1,Inbound train without any special treatment.
9,2,40,684,0,1,Inbound train without any special treatment.
10,1,40,763,0,1,Inbound train with special treatment.
11,2,40,643,0,1,Inbound train with special treatment.
12,1,40,25,0,1,Inbound train with special treatment.
13,2,40,188,0,1,Inbound train with special treatment.
14,2,40,88,0,1,Inbound train with special treatment.
15,2,40,350,0,1,Inbound train with special treatment.
16,2,40,390,0,1,Inbound train with special treatment.
17,2,40,502,0,1,Inbound train with special treatment.
18,2,40,187,0,1,Inbound train with special treatment.
19,2,40,253,0,1,Inbound train with special treatment.
20,2,40,0,629,0,Outbound train that leaves the yard from the classification tracks.
21,2,40,0,1343,0,Outbound train that leaves the yard from the classification tracks.
22,1,40,0,765,0,Outbound train that leaves the yard from the classification tracks.
23,1,40,0,713,0,Outbound train that leaves the yard from the classification tracks.
24,2,40,0,955,0,Outbound train that leaves the yard from the classification tracks.
25,2,40,0,622,0,Outbound train that leaves the yard from the classification tracks.
26,1,40,0,681,0,Outbound train that leaves the yard from the classification tracks.
27,1,40,0,1141,0,Outbound train that leaves the yard from the classification tracks.
28,2,40,0,946,0,Outbound train that leaves the yard from the classification tracks.
29,2,40,0,1240,0,Outbound train that leaves the yard from the classification tracks.
30,1,40,0,1394,0,Outbound train that leaves the yard from the departure tracks.
31,1,40,0,1212,0,Outbound train that leaves the yard from the departure tracks.
32,2,40,0,967,0,Outbound train that leaves the yard from the departure tracks.
33,2,40,0,1224,0,Outbound train that leaves the yard from the departure tracks.
34,1,40,0,696,0,Outbound train that leaves the yard from the departure tracks.
35,2,40,0,1202,0,Outbound train that leaves the yard from the departure tracks.
36,2,40,0,628,0,Outbound train that leaves the yard from the departure tracks.
37,1,40,0,1101,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,726,0,Outbound train that leaves the yard from the departure tracks.
39,1,40,0,1097,0,Outbound train that leaves the yard from the departure tracks.
