Id,dest,cap,arr,dep,inb,type
0,2,40,67,0,1,Inbound train without any special treatment.
1,1,40,129,0,1,Inbound train without any special treatment.
2,2,40,212,0,1,Inbound train without any special treatment.
3,2,40,143,0,1,Inbound train without any special treatment.
4,2,40,251,0,1,Inbound train without any special treatment.
5,1,40,240,0,1,Inbound train without any special treatment.
6,1,40,155,0,1,Inbound train without any special treatment.
7,1,40,52,0,1,Inbound train without any special treatment.
8,2,40,776,0,1,Inbound train without any special treatment.
9,1,40,770,0,1,Inbound train without any special treatment.
10,1,40,278,0,1,Inbound train with special treatment.
11,2,40,596,0,1,Inbound train with special treatment.
12,1,40,702,0,1,Inbound train with special treatment.
13,2,40,175,0,1,Inbound train with special treatment.
14,1,40,272,0,1,Inbound train with special treatment.
15,1,40,734,0,1,Inbound train with special treatment.
16,2,40,315,0,1,Inbound train with special treatment.
17,2,40,649,0,1,Inbound train with special treatment.
18,2,40,681,0,1,Inbound train with special treatment.
19,1,40,692,0,1,Inbound train with special treatment.
20,1,40,0,737,0,Outbound train that leaves the yard from the classification tracks.
21,1,40,0,926,0,Outbound train that leaves the yard from the classification tracks.
22,2,40,0,997,0,Outbound train that leaves the yard from the classification tracks.
23,1,40,0,722,0,Outbound train that leaves the yard from the classification tracks.
24,2,40,0,1023,0,Outbound train that leaves the yard from the classification tracks.
25,1,40,0,1230,0,Outbound train that leaves the yard from the classification tracks.
26,2,40,0,1101,0,Outbound train that leaves the yard from the classification tracks.
27,2,40,0,635,0,Outbound train that leaves the yard from the classification tracks.
28,1,40,0,949,0,Outbound train that leaves the yard from the classification tracks.
29,1,40,0,1224,0,Outbound train that leaves the yard from the classification tracks.
30,2,40,0,651,0,Outbound train that leaves the yard from the departure tracks.
31,2,40,0,692,0,Outbound train that leaves the yard from the departure tracks.
32,1,40,0,1375,0,Outbound train that leaves the yard from the departure tracks.
33,2,40,0,1056,0,Outbound train that leaves the yard from the departure tracks.
34,2,40,0,1070,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,722,0,Outbound train that leaves the yard from the departure tracks.
36,1,40,0,713,0,Outbound train that leaves the yard from the departure tracks.
37,2,40,0,642,0,Outbound train that leaves the yard from the departure tracks.
38,1,40,0,727,0,Outbound train that leaves the yard from the departure tracks.
39,2,40,0,696,0,Outbound train that leaves the yard from the departure tracks.
