Id,dest,cap,arr,dep,inb,type
0,1,40,745,0,1,Inbound train without any special treatment.
1,2,40,298,0,1,Inbound train without any special treatment.
2,1,40,354,0,1,Inbound train with special treatment.
3,1,40,295,0,1,Inbound train with special treatment.
4,2,40,712,0,1,Inbound train with special treatment.
5,2,40,0,802,0,Outbound train that leaves the yard from the classification tracks.
6,1,40,0,642,0,Outbound train that leaves the yard from the classification tracks.
7,1,40,0,985,0,Outbound train that leaves the yard from the departure tracks.
8,2,40,0,1337,0,Outbound train that leaves the yard from the departure tracks.
9,1,40,0,1008,0,Outbound train that leaves the yard from the departure tracks.
