Id,dest,cap,arr,dep,inb,type
0,5,40,332,0,1,Inbound train without any special treatment.
1,3,40,108,0,1,Inbound train without any special treatment.
2,4,40,516,0,1,Inbound train without any special treatment.
3,4,40,200,0,1,Inbound train without any special treatment.
4,2,40,318,0,1,Inbound train without any special treatment.
5,4,40,789,0,1,Inbound train without any special treatment.
6,3,40,439,0,1,Inbound train without any special treatment.
7,5,40,388,0,1,Inbound train without any special treatment.
8,5,40,758,0,1,Inbound train without any special treatment.
9,1,40,509,0,1,Inbound train without any special treatment.
10,1,40,417,0,1,Inbound train with special treatment.
11,4,40,673,0,1,Inbound train with special treatment.
12,5,40,529,0,1,Inbound train with special treatment.
13,5,40,168,0,1,Inbound train with special treatment.
14,2,40,545,0,1,Inbound train with special treatment.
15,5,40,308,0,1,Inbound train with special treatment.
16,4,40,552,0,1,Inbound train with special treatment.
17,3,40,525,0,1,Inbound train with special treatment.
18,2,40,368,0,1,Inbound train with special treatment.
19,3,40,706,0,1,Inbound train with special treatment.
20,2,40,0,950,0,Outbound train that leaves the yard from the classification tracks.
21,4,40,0,1040,0,Outbound train that leaves the yard from the classification tracks.
22,3,40,0,1239,0,Outbound train that leaves the yard from the classification tracks.
23,4,40,0,1353,0,Outbound train that leaves the yard from the classification tracks.
24,1,40,0,1260,0,Outbound train that leaves the yard from the classification tracks.
25,5,40,0,1095,0,Outbound train that leaves the yard from the classification tracks.
26,3,40,0,1008,0,Outbound train that leaves the yard from the classification tracks.
27,3,40,0,807,0,Outbound train that leaves the yard from the classification tracks.
28,4,40,0,788,0,Outbound train that leaves the yard from the classification tracks.
29,2,40,0,835,0,Outbound train that leaves the yard from the classification tracks.
30,5,40,0,1063,0,Outbound train that leaves the yard from the departure tracks.
31,2,40,0,771,0,Outbound train that leaves the yard from the departure tracks.
32,5,40,0,836,0,Outbound train that leaves the yard from the departure tracks.
33,3,40,0,944,0,Outbound train that leaves the yard from the departure tracks.
34,1,40,0,1333,0,Outbound train that leaves the yard from the departure tracks.
35,1,40,0,738,0,Outbound train that leaves the yard from the departure tracks.
36,5,40,0,824,0,Outbound train that leaves the yard from the departure tracks.
37,4,40,0,972,0,Outbound train that leaves the yard from the departure tracks.
38,2,40,0,783,0,Outbound train that leaves the yard from the departure tracks.
39,1,40,0,1291,0,Outbound train that leaves the yard from the departure tracks.
