   0   ARR duration    5 train   0 eb    52 lb    52 needs  receiving_track
   1   UNC duration   30 train   0 eb    57 lb  1390 needs  uncoupling
   2   SPC duration   20 train   0 eb    57 lb  1400 needs  brake_check
   3   SPC duration   20 train   0 eb    57 lb  1400 needs  locomotive
   4   HUM duration   15 train   0 eb    87 lb  1420 needs  receiving_track
   5   HUM duration   15 train   0 eb    87 lb  1420 needs  hump
   6   HUM duration   15 train   0 eb    87 lb  1420 needs  humping_locomotive
   7   ARR duration    5 train   1 eb   433 lb   433 needs  receiving_track
   8   UNC duration   30 train   1 eb   438 lb  1390 needs  uncoupling
   9   SPC duration   20 train   1 eb   438 lb  1400 needs  brake_check
  10   SPC duration   20 train   1 eb   438 lb  1400 needs  locomotive
  11   HUM duration   15 train   1 eb   468 lb  1420 needs  receiving_track
  12   HUM duration   15 train   1 eb   468 lb  1420 needs  hump
  13   HUM duration   15 train   1 eb   468 lb  1420 needs  humping_locomotive
  14   ARR duration    5 train   2 eb   232 lb   232 needs  receiving_track
  15   UNC duration   30 train   2 eb   237 lb  1390 needs  uncoupling
  16   SPC duration   20 train   2 eb   237 lb  1400 needs  brake_check
  17   SPC duration   20 train   2 eb   237 lb  1400 needs  locomotive
  18   HUM duration   15 train   2 eb   267 lb  1420 needs  receiving_track
  19   HUM duration   15 train   2 eb   267 lb  1420 needs  hump
  20   HUM duration   15 train   2 eb   267 lb  1420 needs  humping_locomotive
  21   ARR duration    5 train   3 eb    14 lb    14 needs  receiving_track
  22   UNC duration   30 train   3 eb    19 lb  1390 needs  uncoupling
  23   SPC duration   20 train   3 eb    19 lb  1400 needs  brake_check
  24   SPC duration   20 train   3 eb    19 lb  1400 needs  locomotive
  25   HUM duration   15 train   3 eb    49 lb  1420 needs  receiving_track
  26   HUM duration   15 train   3 eb    49 lb  1420 needs  hump
  27   HUM duration   15 train   3 eb    49 lb  1420 needs  humping_locomotive
  28   ARR duration    5 train   4 eb   166 lb   166 needs  receiving_track
  29   UNC duration   30 train   4 eb   171 lb  1390 needs  uncoupling
  30   SPC duration   20 train   4 eb   171 lb  1400 needs  brake_check
  31   SPC duration   20 train   4 eb   171 lb  1400 needs  locomotive
  32   HUM duration   15 train   4 eb   201 lb  1420 needs  receiving_track
  33   HUM duration   15 train   4 eb   201 lb  1420 needs  hump
  34   HUM duration   15 train   4 eb   201 lb  1420 needs  humping_locomotive
  35   ARR duration    5 train   5 eb   184 lb   184 needs  receiving_track
  36   UNC duration   30 train   5 eb   189 lb  1390 needs  uncoupling
  37   SPC duration   20 train   5 eb   189 lb  1400 needs  brake_check
  38   SPC duration   20 train   5 eb   189 lb  1400 needs  locomotive
  39   HUM duration   15 train   5 eb   219 lb  1420 needs  receiving_track
  40   HUM duration   15 train   5 eb   219 lb  1420 needs  hump
  41   HUM duration   15 train   5 eb   219 lb  1420 needs  humping_locomotive
  42   ARR duration    5 train   6 eb   292 lb   292 needs  receiving_track
  43   UNC duration   30 train   6 eb   297 lb  1390 needs  uncoupling
  44   SPC duration   20 train   6 eb   297 lb  1400 needs  brake_check
  45   SPC duration   20 train   6 eb   297 lb  1400 needs  locomotive
  46   HUM duration   15 train   6 eb   327 lb  1420 needs  receiving_track
  47   HUM duration   15 train   6 eb   327 lb  1420 needs  hump
  48   HUM duration   15 train   6 eb   327 lb  1420 needs  humping_locomotive
  49   ARR duration    5 train   7 eb   235 lb   235 needs  receiving_track
  50   UNC duration   30 train   7 eb   240 lb  1390 needs  uncoupling
  51   SPC duration   20 train   7 eb   240 lb  1400 needs  brake_check
  52   SPC duration   20 train   7 eb   240 lb  1400 needs  locomotive
  53   HUM duration   15 train   7 eb   270 lb  1420 needs  receiving_track
  54   HUM duration   15 train   7 eb   270 lb  1420 needs  hump
  55   HUM duration   15 train   7 eb   270 lb  1420 needs  humping_locomotive
  56   ARR duration    5 train   8 eb    70 lb    70 needs  receiving_track
  57   UNC duration   30 train   8 eb    75 lb  1390 needs  uncoupling
  58   SPC duration   20 train   8 eb    75 lb  1400 needs  brake_check
  59   SPC duration   20 train   8 eb    75 lb  1400 needs  locomotive
  60   HUM duration   15 train   8 eb   105 lb  1420 needs  receiving_track
  61   HUM duration   15 train   8 eb   105 lb  1420 needs  hump
  62   HUM duration   15 train   8 eb   105 lb  1420 needs  humping_locomotive
  63   ARR duration    5 train   9 eb   447 lb   447 needs  receiving_track
  64   UNC duration   30 train   9 eb   452 lb  1390 needs  uncoupling
  65   SPC duration   20 train   9 eb   452 lb  1400 needs  brake_check
  66   SPC duration   20 train   9 eb   452 lb  1400 needs  locomotive
  67   HUM duration   15 train   9 eb   482 lb  1420 needs  receiving_track
  68   HUM duration   15 train   9 eb   482 lb  1420 needs  hump
  69   HUM duration   15 train   9 eb   482 lb  1420 needs  humping_locomotive
  70   SCL duration    1 train  10 eb     1 lb  1187 needs  classification_track
  71   COU duration   30 train  10 eb     2 lb  1188 needs  coupling
  72   PUL duration   25 train  10 eb    32 lb  1218 needs  classification_track
  73   PUL duration   25 train  10 eb    32 lb  1218 needs  departing_track
  74   PUL duration   25 train  10 eb    32 lb  1218 needs  brake_check
  75   PUL duration   25 train  10 eb    32 lb  1218 needs  locomotive
  76   INS duration   60 train  10 eb    57 lb  1243 needs  inspection
  77   BRC duration   10 train  10 eb   117 lb  1303 needs  brake_check
  78   DEP duration    5 train  10 eb  1313 lb  1313 needs  departing_track
  79   SCL duration    1 train  11 eb     1 lb  1185 needs  classification_track
  80   COU duration   30 train  11 eb     2 lb  1186 needs  coupling
  81   PUL duration   25 train  11 eb    32 lb  1216 needs  classification_track
  82   PUL duration   25 train  11 eb    32 lb  1216 needs  departing_track
  83   PUL duration   25 train  11 eb    32 lb  1216 needs  brake_check
  84   PUL duration   25 train  11 eb    32 lb  1216 needs  locomotive
  85   INS duration   60 train  11 eb    57 lb  1241 needs  inspection
  86   BRC duration   10 train  11 eb   117 lb  1301 needs  brake_check
  87   DEP duration    5 train  11 eb  1311 lb  1311 needs  departing_track
  88   SCL duration    1 train  12 eb     1 lb   684 needs  classification_track
  89   COU duration   30 train  12 eb     2 lb   685 needs  coupling
  90   PUL duration   25 train  12 eb    32 lb   715 needs  classification_track
  91   PUL duration   25 train  12 eb    32 lb   715 needs  departing_track
  92   PUL duration   25 train  12 eb    32 lb   715 needs  brake_check
  93   PUL duration   25 train  12 eb    32 lb   715 needs  locomotive
  94   INS duration   60 train  12 eb    57 lb   740 needs  inspection
  95   BRC duration   10 train  12 eb   117 lb   800 needs  brake_check
  96   DEP duration    5 train  12 eb   810 lb   810 needs  departing_track
  97   SCL duration    1 train  13 eb     1 lb  1219 needs  classification_track
  98   COU duration   30 train  13 eb     2 lb  1220 needs  coupling
  99   PUL duration   25 train  13 eb    32 lb  1250 needs  classification_track
 100   PUL duration   25 train  13 eb    32 lb  1250 needs  departing_track
 101   PUL duration   25 train  13 eb    32 lb  1250 needs  brake_check
 102   PUL duration   25 train  13 eb    32 lb  1250 needs  locomotive
 103   INS duration   60 train  13 eb    57 lb  1275 needs  inspection
 104   BRC duration   10 train  13 eb   117 lb  1335 needs  brake_check
 105   DEP duration    5 train  13 eb  1345 lb  1345 needs  departing_track
 106   SCL duration    1 train  14 eb     1 lb  1183 needs  classification_track
 107   COU duration   30 train  14 eb     2 lb  1184 needs  coupling
 108   PUL duration   25 train  14 eb    32 lb  1214 needs  classification_track
 109   PUL duration   25 train  14 eb    32 lb  1214 needs  departing_track
 110   PUL duration   25 train  14 eb    32 lb  1214 needs  brake_check
 111   PUL duration   25 train  14 eb    32 lb  1214 needs  locomotive
