   0   ARR duration    5 train   0 eb   501 lb   501 needs  receiving_track
   1   UNC duration   30 train   0 eb   506 lb  1390 needs  uncoupling
   2   HUM duration   15 train   0 eb   536 lb  1420 needs  receiving_track
   3   HUM duration   15 train   0 eb   536 lb  1420 needs  hump
   4   HUM duration   15 train   0 eb   536 lb  1420 needs  humping_locomotive
   5   ARR duration    5 train   1 eb   288 lb   288 needs  receiving_track
   6   UNC duration   30 train   1 eb   293 lb  1390 needs  uncoupling
   7   HUM duration   15 train   1 eb   323 lb  1420 needs  receiving_track
   8   HUM duration   15 train   1 eb   323 lb  1420 needs  hump
   9   HUM duration   15 train   1 eb   323 lb  1420 needs  humping_locomotive
  10   ARR duration    5 train   2 eb   184 lb   184 needs  receiving_track
  11   UNC duration   30 train   2 eb   189 lb  1390 needs  uncoupling
  12   HUM duration   15 train   2 eb   219 lb  1420 needs  receiving_track
  13   HUM duration   15 train   2 eb   219 lb  1420 needs  hump
  14   HUM duration   15 train   2 eb   219 lb  1420 needs  humping_locomotive
  15   ARR duration    5 train   3 eb   127 lb   127 needs  receiving_track
  16   UNC duration   30 train   3 eb   132 lb  1390 needs  uncoupling
  17   HUM duration   15 train   3 eb   162 lb  1420 needs  receiving_track
  18   HUM duration   15 train   3 eb   162 lb  1420 needs  hump
  19   HUM duration   15 train   3 eb   162 lb  1420 needs  humping_locomotive
  20   ARR duration    5 train   4 eb   238 lb   238 needs  receiving_track
  21   UNC duration   30 train   4 eb   243 lb  1390 needs  uncoupling
  22   HUM duration   15 train   4 eb   273 lb  1420 needs  receiving_track
  23   HUM duration   15 train   4 eb   273 lb  1420 needs  hump
  24   HUM duration   15 train   4 eb   273 lb  1420 needs  humping_locomotive
  25   ARR duration    5 train   5 eb   372 lb   372 needs  receiving_track
  26   UNC duration   30 train   5 eb   377 lb  1390 needs  uncoupling
  27   SPC duration   20 train   5 eb   377 lb  1400 needs  brake_check
  28   SPC duration   20 train   5 eb   377 lb  1400 needs  locomotive
