   0   ARR duration    5 train   0 eb    38 lb    38 needs  receiving_track
   1   UNC duration   30 train   0 eb    43 lb  1410 needs  uncoupling
   2   HUM duration   15 train   0 eb    73 lb  1440 needs  receiving_track
   3   HUM duration   15 train   0 eb    73 lb  1440 needs  hump
   4   HUM duration   15 train   0 eb    73 lb  1440 needs  humping_locomotive
   5   ARR duration    5 train   1 eb   721 lb   721 needs  receiving_track
   6   UNC duration   30 train   1 eb   726 lb  1410 needs  uncoupling
   7   HUM duration   15 train   1 eb   756 lb  1440 needs  receiving_track
   8   HUM duration   15 train   1 eb   756 lb  1440 needs  hump
   9   HUM duration   15 train   1 eb   756 lb  1440 needs  humping_locomotive
  10   ARR duration    5 train   2 eb   700 lb   700 needs  receiving_track
  11   UNC duration   30 train   2 eb   705 lb  1410 needs  uncoupling
  12   HUM duration   15 train   2 eb   735 lb  1440 needs  receiving_track
  13   HUM duration   15 train   2 eb   735 lb  1440 needs  hump
  14   HUM duration   15 train   2 eb   735 lb  1440 needs  humping_locomotive
  15   ARR duration    5 train   3 eb   431 lb   431 needs  receiving_track
  16   UNC duration   30 train   3 eb   436 lb  1410 needs  uncoupling
  17   HUM duration   15 train   3 eb   466 lb  1440 needs  receiving_track
  18   HUM duration   15 train   3 eb   466 lb  1440 needs  hump
  19   HUM duration   15 train   3 eb   466 lb  1440 needs  humping_locomotive
  20   ARR duration    5 train   4 eb   395 lb   395 needs  receiving_track
  21   UNC duration   30 train   4 eb   400 lb  1410 needs  uncoupling
  22   HUM duration   15 train   4 eb   430 lb  1440 needs  receiving_track
  23   HUM duration   15 train   4 eb   430 lb  1440 needs  hump
  24   HUM duration   15 train   4 eb   430 lb  1440 needs  humping_locomotive
  25   ARR duration    5 train   5 eb   377 lb   377 needs  receiving_track
  26   UNC duration   30 train   5 eb   382 lb  1410 needs  uncoupling
  27   HUM duration   15 train   5 eb   412 lb  1440 needs  receiving_track
  28   HUM duration   15 train   5 eb   412 lb  1440 needs  hump
  29   HUM duration   15 train   5 eb   412 lb  1440 needs  humping_locomotive
  30   ARR duration    5 train   6 eb   111 lb   111 needs  receiving_track
  31   UNC duration   30 train   6 eb   116 lb  1410 needs  uncoupling
  32   HUM duration   15 train   6 eb   146 lb  1440 needs  receiving_track
  33   HUM duration   15 train   6 eb   146 lb  1440 needs  hump
  34   HUM duration   15 train   6 eb   146 lb  1440 needs  humping_locomotive
  35   ARR duration    5 train   7 eb   135 lb   135 needs  receiving_track
  36   UNC duration   30 train   7 eb   140 lb  1410 needs  uncoupling
  37   HUM duration   15 train   7 eb   170 lb  1440 needs  receiving_track
  38   HUM duration   15 train   7 eb   170 lb  1440 needs  hump
  39   HUM duration   15 train   7 eb   170 lb  1440 needs  humping_locomotive
  40   ARR duration    5 train   8 eb   397 lb   397 needs  receiving_track
  41   UNC duration   30 train   8 eb   402 lb  1410 needs  uncoupling
  42   HUM duration   15 train   8 eb   432 lb  1440 needs  receiving_track
  43   HUM duration   15 train   8 eb   432 lb  1440 needs  hump
  44   HUM duration   15 train   8 eb   432 lb  1440 needs  humping_locomotive
  45   ARR duration    5 train   9 eb   357 lb   357 needs  receiving_track
  46   UNC duration   30 train   9 eb   362 lb  1410 needs  uncoupling
  47   HUM duration   15 train   9 eb   392 lb  1440 needs  receiving_track
  48   HUM duration   15 train   9 eb   392 lb  1440 needs  hump
  49   HUM duration   15 train   9 eb   392 lb  1440 needs  humping_locomotive
  50   ARR duration    5 train  10 eb    39 lb    39 needs  receiving_track
  51   UNC duration   30 train  10 eb    44 lb  1410 needs  uncoupling
  52   SPC duration   20 train  10 eb    44 lb  1420 needs  brake_check
  53   SPC duration   20 train  10 eb    44 lb  1420 needs  locomotive
  54   HUM duration   15 train  10 eb    74 lb  1440 needs  receiving_track
  55   HUM duration   15 train  10 eb    74 lb  1440 needs  hump
  56   HUM duration   15 train  10 eb    74 lb  1440 needs  humping_locomotive
  57   ARR duration    5 train  11 eb   392 lb   392 needs  receiving_track
  58   UNC duration   30 train  11 eb   397 lb  1410 needs  uncoupling
  59   SPC duration   20 train  11 eb   397 lb  1420 needs  brake_check
  60   SPC duration   20 train  11 eb   397 lb  1420 needs  locomotive
  61   HUM duration   15 train  11 eb   427 lb  1440 needs  receiving_track
  62   HUM duration   15 train  11 eb   427 lb  1440 needs  hump
  63   HUM duration   15 train  11 eb   427 lb  1440 needs  humping_locomotive
  64   ARR duration    5 train  12 eb   435 lb   435 needs  receiving_track
  65   UNC duration   30 train  12 eb   440 lb  1410 needs  uncoupling
  66   SPC duration   20 train  12 eb   440 lb  1420 needs  brake_check
  67   SPC duration   20 train  12 eb   440 lb  1420 needs  locomotive
  68   HUM duration   15 train  12 eb   470 lb  1440 needs  receiving_track
  69   HUM duration   15 train  12 eb   470 lb  1440 needs  hump
  70   HUM duration   15 train  12 eb   470 lb  1440 needs  humping_locomotive
  71   ARR duration    5 train  13 eb   466 lb   466 needs  receiving_track
  72   UNC duration   30 train  13 eb   471 lb  1410 needs  uncoupling
  73   SPC duration   20 train  13 eb   471 lb  1420 needs  brake_check
  74   SPC duration   20 train  13 eb   471 lb  1420 needs  locomotive
  75   HUM duration   15 train  13 eb   501 lb  1440 needs  receiving_track
  76   HUM duration   15 train  13 eb   501 lb  1440 needs  hump
  77   HUM duration   15 train  13 eb   501 lb  1440 needs  humping_locomotive
  78   ARR duration    5 train  14 eb    46 lb    46 needs  receiving_track
  79   UNC duration   30 train  14 eb    51 lb  1410 needs  uncoupling
  80   SPC duration   20 train  14 eb    51 lb  1420 needs  brake_check
  81   SPC duration   20 train  14 eb    51 lb  1420 needs  locomotive
  82   HUM duration   15 train  14 eb    81 lb  1440 needs  receiving_track
  83   HUM duration   15 train  14 eb    81 lb  1440 needs  hump
  84   HUM duration   15 train  14 eb    81 lb  1440 needs  humping_locomotive
  85   ARR duration    5 train  15 eb   328 lb   328 needs  receiving_track
  86   UNC duration   30 train  15 eb   333 lb  1410 needs  uncoupling
  87   SPC duration   20 train  15 eb   333 lb  1420 needs  brake_check
  88   SPC duration   20 train  15 eb   333 lb  1420 needs  locomotive
  89   HUM duration   15 train  15 eb   363 lb  1440 needs  receiving_track
  90   HUM duration   15 train  15 eb   363 lb  1440 needs  hump
  91   HUM duration   15 train  15 eb   363 lb  1440 needs  humping_locomotive
  92   ARR duration    5 train  16 eb   614 lb   614 needs  receiving_track
  93   UNC duration   30 train  16 eb   619 lb  1410 needs  uncoupling
  94   SPC duration   20 train  16 eb   619 lb  1420 needs  brake_check
  95   SPC duration   20 train  16 eb   619 lb  1420 needs  locomotive
  96   HUM duration   15 train  16 eb   649 lb  1440 needs  receiving_track
  97   HUM duration   15 train  16 eb   649 lb  1440 needs  hump
  98   HUM duration   15 train  16 eb   649 lb  1440 needs  humping_locomotive
  99   ARR duration    5 train  17 eb   246 lb   246 needs  receiving_track
 100   UNC duration   30 train  17 eb   251 lb  1410 needs  uncoupling
 101   SPC duration   20 train  17 eb   251 lb  1420 needs  brake_check
