   0   ARR duration    5 train   0 eb    62 lb    62 needs  receiving_track
   1   UNC duration   30 train   0 eb    67 lb  1410 needs  uncoupling
   2   HUM duration   15 train   0 eb    97 lb  1440 needs  receiving_track
   3   HUM duration   15 train   0 eb    97 lb  1440 needs  hump
   4   HUM duration   15 train   0 eb    97 lb  1440 needs  humping_locomotive
   5   ARR duration    5 train   1 eb   140 lb   140 needs  receiving_track
   6   UNC duration   30 train   1 eb   145 lb  1410 needs  uncoupling
   7   HUM duration   15 train   1 eb   175 lb  1440 needs  receiving_track
   8   HUM duration   15 train   1 eb   175 lb  1440 needs  hump
   9   HUM duration   15 train   1 eb   175 lb  1440 needs  humping_locomotive
  10   ARR duration    5 train   2 eb   435 lb   435 needs  receiving_track
  11   UNC duration   30 train   2 eb   440 lb  1410 needs  uncoupling
  12   HUM duration   15 train   2 eb   470 lb  1440 needs  receiving_track
  13   HUM duration   15 train   2 eb   470 lb  1440 needs  hump
  14   HUM duration   15 train   2 eb   470 lb  1440 needs  humping_locomotive
  15   ARR duration    5 train   3 eb   390 lb   390 needs  receiving_track
  16   UNC duration   30 train   3 eb   395 lb  1410 needs  uncoupling
  17   HUM duration   15 train   3 eb   425 lb  1440 needs  receiving_track
  18   HUM duration   15 train   3 eb   425 lb  1440 needs  hump
  19   HUM duration   15 train   3 eb   425 lb  1440 needs  humping_locomotive
  20   ARR duration    5 train   4 eb   497 lb   497 needs  receiving_track
  21   UNC duration   30 train   4 eb   502 lb  1410 needs  uncoupling
  22   HUM duration   15 train   4 eb   532 lb  1440 needs  receiving_track
  23   HUM duration   15 train   4 eb   532 lb  1440 needs  hump
  24   HUM duration   15 train   4 eb   532 lb  1440 needs  humping_locomotive
  25   ARR duration    5 train   5 eb   762 lb   762 needs  receiving_track
  26   UNC duration   30 train   5 eb   767 lb  1410 needs  uncoupling
  27   SPC duration   20 train   5 eb   767 lb  1420 needs  brake_check
  28   SPC duration   20 train   5 eb   767 lb  1420 needs  locomotive
  29   HUM duration   15 train   5 eb   797 lb  1440 needs  receiving_track
  30   HUM duration   15 train   5 eb   797 lb  1440 needs  hump
  31   HUM duration   15 train   5 eb   797 lb  1440 needs  humping_locomotive
  32   ARR duration    5 train   6 eb   749 lb   749 needs  receiving_track
  33   UNC duration   30 train   6 eb   754 lb  1410 needs  uncoupling
  34   SPC duration   20 train   6 eb   754 lb  1420 needs  brake_check
  35   SPC duration   20 train   6 eb   754 lb  1420 needs  locomotive
  36   HUM duration   15 train   6 eb   784 lb  1440 needs  receiving_track
  37   HUM duration   15 train   6 eb   784 lb  1440 needs  hump
  38   HUM duration   15 train   6 eb   784 lb  1440 needs  humping_locomotive
  39   ARR duration    5 train   7 eb   363 lb   363 needs  receiving_track
  40   UNC duration   30 train   7 eb   368 lb  1410 needs  uncoupling
  41   SPC duration   20 train   7 eb   368 lb  1420 needs  brake_check
  42   SPC duration   20 train   7 eb   368 lb  1420 needs  locomotive
  43   HUM duration   15 train   7 eb   398 lb  1440 needs  receiving_track
  44   HUM duration   15 train   7 eb   398 lb  1440 needs  hump
  45   HUM duration   15 train   7 eb   398 lb  1440 needs  humping_locomotive
  46   ARR duration    5 train   8 eb    93 lb    93 needs  receiving_track
  47   UNC duration   30 train   8 eb    98 lb  1410 needs  uncoupling
  48   SPC duration   20 train   8 eb    98 lb  1420 needs  brake_check
  49   SPC duration   20 train   8 eb    98 lb  1420 needs  locomotive
  50   HUM duration   15 train   8 eb   128 lb  1440 needs  receiving_track
  51   HUM duration   15 train   8 eb   128 lb  1440 needs  hump
