dest,inb train,nb rc
3,0,4
3,0,7
5,0,9
5,0,6
5,1,1
1,1,3
2,1,8
2,1,4
2,2,5
5,2,5
1,2,6
3,2,3
3,3,1
2,3,5
1,3,1
2,3,8
5,4,2
2,4,7
5,4,2
1,4,9
1,5,8
3,5,8
3,5,5
3,5,4
3,6,8
1,6,9
5,6,3
3,6,3
3,7,7
4,7,5
3,7,5
2,7,5
3,8,6
3,8,5
2,8,1
4,8,6
5,9,6
3,9,5
4,9,9
4,9,3
3,10,7
5,10,9
5,10,9
2,10,4
1,11,6
2,11,9
3,11,1
3,11,1
2,12,5
4,12,6
2,12,1
2,12,4
2,13,5
4,13,3
3,13,8
1,13,1
3,14,6
5,14,3
4,14,3
2,14,3
4,15,4
5,15,5
4,15,7
3,15,1
1,16,7
2,16,5
2,16,4
4,16,4
1,17,4
3,17,7
3,17,4
2,17,6
5,18,5
3,18,3
4,18,6
2,18,6
2,19,8
2,19,9
3,19,3
5,19,9
