dest,inb train,nb rc
2,0,1
1,0,9
2,0,1
2,0,5
2,1,6
1,1,5
2,1,3
2,1,7
2,2,7
2,2,1
2,2,4
2,2,6
2,3,2
1,3,8
1,3,2
1,3,4
1,4,9
2,4,4
1,4,8
1,4,7
1,5,9
1,5,5
1,5,4
2,5,1
2,6,9
2,6,1
1,6,9
2,6,2
1,7,4
2,7,6
2,7,7
2,7,3
2,8,3
1,8,3
1,8,5
2,8,9
2,9,1
1,9,6
2,9,6
1,9,4
2,10,6
1,10,8
1,10,6
2,10,4
2,11,7
1,11,7
1,11,5
2,11,9
1,12,4
1,12,3
2,12,4
1,12,3
2,13,9
1,13,8
1,13,4
1,13,6
1,14,9
1,14,9
1,14,3
2,14,1
2,15,3
1,15,2
2,15,6
2,15,3
2,16,1
2,16,4
1,16,4
1,16,3
2,17,7
1,17,1
2,17,1
1,17,7
2,18,1
1,18,9
1,18,7
2,18,9
1,19,9
2,19,5
2,19,9
1,19,1
