dest,inb train,nb rc
1,0,6
1,0,5
1,0,2
1,0,2
1,1,3
1,1,2
1,1,1
1,1,3
1,2,1
1,2,3
1,2,4
1,2,6
1,3,1
1,3,4
1,3,1
1,3,3
1,4,1
1,4,3
1,4,5
1,4,2
1,5,5
1,5,1
1,5,3
1,5,7
1,6,3
1,6,4
1,6,7
1,6,5
1,7,1
1,7,5
1,7,6
1,7,5
1,8,5
1,8,4
1,8,5
1,8,5
1,9,5
1,9,5
1,9,4
1,9,7
1,10,2
1,10,6
1,10,7
1,10,3
1,11,7
1,11,5
1,11,7
1,11,5
1,12,4
1,12,3
1,12,6
1,12,5
1,13,1
1,13,1
1,13,6
1,13,5
1,14,1
1,14,3
1,14,6
1,14,5
1,15,7
1,15,4
1,15,3
1,15,2
1,16,5
1,16,2
1,16,7
1,16,7
1,17,4
1,17,1
1,17,2
1,17,2
1,18,2
1,18,3
1,18,2
1,18,4
1,19,4
1,19,4
1,19,4
1,19,1
