dest,inb train,nb rc
2,0,5
2,0,3
2,0,1
2,0,8
2,1,2
1,1,2
1,1,5
2,1,1
2,2,5
1,2,2
2,2,5
2,2,9
2,3,9
1,3,1
1,3,5
2,3,5
2,4,3
2,4,9
1,4,7
1,4,7
1,5,7
2,5,9
2,5,4
2,5,5
2,6,3
2,6,6
1,6,9
2,6,2
1,7,7
1,7,6
2,7,6
1,7,1
2,8,3
1,8,4
2,8,1
1,8,9
2,9,4
1,9,1
2,9,5
2,9,9
2,10,2
1,10,3
2,10,7
2,10,8
1,11,4
2,11,8
1,11,8
1,11,1
2,12,1
2,12,9
1,12,4
2,12,7
1,13,1
2,13,4
1,13,7
1,13,2
1,14,6
2,14,9
1,14,3
1,14,3
1,15,1
2,15,5
1,15,1
1,15,9
2,16,6
2,16,6
2,16,5
2,16,7
1,17,9
1,17,8
2,17,2
2,17,8
1,18,7
1,18,9
2,18,6
2,18,6
2,19,7
1,19,2
2,19,9
1,19,4
