dest,inb train,nb rc
3,0,3
4,0,5
5,0,9
5,0,5
3,1,9
5,1,5
5,1,7
1,1,2
5,2,1
1,2,7
3,2,3
1,2,3
3,3,9
5,3,1
2,3,1
5,3,1
3,4,8
5,4,5
2,4,5
2,4,2
4,5,4
5,5,6
1,5,5
3,5,9
1,6,6
5,6,6
5,6,7
5,6,7
3,7,7
1,7,3
4,7,5
3,7,8
5,8,9
4,8,5
3,8,5
4,8,5
5,9,3
4,9,3
4,9,6
4,9,6
1,10,4
1,10,2
4,10,5
3,10,6
5,11,4
3,11,2
2,11,7
2,11,8
5,12,7
5,12,7
1,12,3
1,12,6
2,13,4
2,13,8
5,13,6
5,13,3
4,14,5
3,14,9
1,14,9
1,14,2
3,15,3
3,15,1
1,15,6
2,15,5
2,16,7
2,16,8
2,16,9
1,16,7
1,17,3
4,17,8
3,17,7
3,17,4
3,18,9
1,18,7
2,18,4
5,18,1
2,19,2
5,19,7
2,19,2
2,19,8
