dest,inb train,nb rc
2,0,3
2,0,4
2,0,3
1,0,4
1,1,2
2,1,2
1,1,2
1,1,5
1,2,5
1,2,4
1,2,5
2,2,2
2,3,3
2,3,1
2,3,2
1,3,2
2,4,2
2,4,1
2,4,3
1,4,3
1,5,5
2,5,1
2,5,5
1,5,3
1,6,3
2,6,2
2,6,4
1,6,2
1,7,3
2,7,5
1,7,4
1,7,2
1,8,5
1,8,5
2,8,1
2,8,3
1,9,1
2,9,3
2,9,3
1,9,1
2,10,3
2,10,3
2,10,4
1,10,4
1,11,3
1,11,3
1,11,2
2,11,5
2,12,1
1,12,4
2,12,1
2,12,5
1,13,3
2,13,2
1,13,5
2,13,4
2,14,3
1,14,3
1,14,5
2,14,1
1,15,3
2,15,2
2,15,4
1,15,1
1,16,2
1,16,4
2,16,5
1,16,3
2,17,4
1,17,2
1,17,1
1,17,5
2,18,5
2,18,4
1,18,5
2,18,2
1,19,4
2,19,2
1,19,4
1,19,2
