dest,inb train,nb rc
4,0,3
5,0,3
4,0,3
5,0,1
5,1,3
3,1,3
5,1,5
5,1,1
5,2,5
2,2,5
3,2,5
2,2,3
1,3,4
3,3,3
5,3,5
5,3,5
2,4,3
2,4,1
4,4,2
3,4,5
2,5,3
4,5,3
3,5,4
4,5,1
2,6,1
5,6,5
3,6,2
4,6,3
3,7,2
2,7,1
5,7,3
2,7,1
5,8,2
4,8,2
4,8,2
5,8,2
2,9,3
3,9,2
5,9,5
3,9,3
5,10,3
5,10,3
2,10,3
4,10,5
2,11,5
4,11,3
4,11,3
2,11,2
2,12,5
1,12,5
2,12,4
3,12,1
5,13,1
1,13,3
1,13,3
5,13,5
2,14,5
5,14,3
4,14,2
1,14,5
5,15,1
5,15,2
5,15,5
5,15,1
4,16,4
2,16,1
3,16,5
4,16,5
2,17,3
4,17,2
1,17,2
2,17,1
2,18,2
4,18,1
4,18,3
2,18,2
2,19,3
2,19,3
1,19,5
4,19,4
