dest,inb train,nb rc
5,0,8
1,0,6
1,0,6
4,0,6
1,1,8
2,1,1
3,1,5
3,1,8
3,2,8
5,2,2
5,2,5
3,2,9
4,3,9
5,3,9
3,3,6
1,3,5
4,4,8
5,4,7
4,4,2
5,4,5
1,5,7
4,5,9
3,5,5
4,5,6
2,6,4
5,6,4
3,6,4
3,6,8
5,7,7
4,7,6
4,7,6
4,7,8
1,8,9
1,8,1
1,8,7
5,8,2
3,9,6
4,9,5
5,9,2
1,9,6
1,10,1
4,10,8
3,10,4
3,10,2
1,11,6
2,11,5
4,11,1
5,11,3
1,12,8
1,12,7
5,12,3
1,12,7
3,13,6
3,13,6
2,13,9
4,13,9
4,14,7
1,14,7
2,14,8
4,14,3
2,15,2
3,15,3
4,15,7
1,15,7
2,16,8
2,16,6
5,16,8
3,16,4
2,17,9
2,17,2
3,17,3
4,17,1
2,18,6
3,18,8
4,18,9
2,18,6
2,19,2
5,19,6
2,19,7
2,19,1
