dest,inb train,nb rc
2,0,2
2,0,4
1,0,2
1,0,1
2,1,3
2,1,5
2,1,3
1,1,5
2,2,2
2,2,3
2,2,3
1,2,5
2,3,3
1,3,1
2,3,4
2,3,4
1,4,5
1,4,5
2,4,4
2,4,3
2,5,5
1,5,1
1,5,2
1,5,4
1,6,5
2,6,2
1,6,2
1,6,5
1,7,1
2,7,1
1,7,3
2,7,4
2,8,2
1,8,5
1,8,3
1,8,2
2,9,4
2,9,2
2,9,3
2,9,3
2,10,4
2,10,3
2,10,2
1,10,2
1,11,1
1,11,5
1,11,1
1,11,2
1,12,4
2,12,3
2,12,1
1,12,4
2,13,5
1,13,5
1,13,5
2,13,2
1,14,5
2,14,2
2,14,1
1,14,4
2,15,4
2,15,4
1,15,4
1,15,1
1,16,2
1,16,2
2,16,5
1,16,5
1,17,2
1,17,1
1,17,4
1,17,4
2,18,3
2,18,5
2,18,5
1,18,3
2,19,2
2,19,5
2,19,4
2,19,2
