dest,inb train,nb rc
2,0,4
2,0,3
5,0,3
1,0,1
5,1,2
5,1,5
1,1,5
2,1,2
5,2,2
2,2,5
4,2,5
3,2,2
2,3,3
3,3,3
3,3,5
4,3,4
2,4,4
2,4,5
2,4,4
2,4,1
3,5,5
3,5,2
5,5,4
3,5,5
2,6,4
2,6,5
4,6,1
5,6,3
1,7,3
1,7,3
2,7,3
1,7,5
3,8,1
1,8,3
1,8,2
4,8,1
4,9,3
4,9,2
4,9,2
3,9,1
5,10,3
3,10,3
1,10,4
1,10,2
3,11,3
2,11,1
2,11,3
5,11,5
5,12,2
5,12,4
5,12,2
3,12,1
5,13,2
1,13,3
5,13,3
5,13,2
2,14,3
4,14,2
4,14,2
4,14,4
4,15,3
3,15,4
4,15,1
2,15,3
1,16,5
1,16,3
2,16,5
1,16,2
4,17,1
2,17,3
4,17,5
2,17,3
4,18,4
3,18,4
1,18,4
5,18,4
1,19,2
4,19,3
1,19,3
5,19,4
