dest,inb train,nb rc
2,0,2
5,0,6
2,0,1
4,0,1
1,1,4
5,1,5
1,1,3
3,1,5
5,2,5
4,2,5
1,2,4
3,2,4
5,3,6
1,3,5
5,3,3
1,3,4
5,4,6
1,4,1
2,4,2
2,4,4
4,5,7
4,5,1
4,5,4
4,5,7
2,6,6
4,6,2
4,6,4
2,6,3
4,7,6
1,7,7
2,7,7
4,7,3
2,8,7
4,8,4
5,8,6
1,8,2
5,9,5
3,9,6
3,9,5
1,9,7
3,10,3
4,10,4
3,10,6
3,10,2
1,11,1
4,11,1
1,11,4
3,11,7
3,12,6
2,12,4
4,12,4
2,12,1
3,13,4
5,13,2
2,13,3
3,13,2
1,14,5
1,14,7
1,14,6
1,14,1
5,15,7
3,15,1
3,15,3
2,15,3
5,16,2
2,16,6
5,16,4
4,16,7
1,17,6
5,17,7
2,17,3
2,17,2
2,18,1
4,18,3
5,18,5
5,18,5
2,19,6
3,19,5
2,19,2
3,19,2
