dest,inb train,nb rc
1,0,3
1,0,6
1,0,4
1,0,7
1,1,1
1,1,6
1,1,5
1,1,2
1,2,4
1,2,2
1,2,3
1,2,3
1,3,4
1,3,4
1,3,6
1,3,4
1,4,7
1,4,4
1,4,6
1,4,2
1,5,1
1,5,5
1,5,6
1,5,6
1,6,2
1,6,7
1,6,1
1,6,3
1,7,5
1,7,3
1,7,6
1,7,3
1,8,4
1,8,5
1,8,5
1,8,4
1,9,4
1,9,4
1,9,2
1,9,4
1,10,7
1,10,6
1,10,2
1,10,6
1,11,2
1,11,2
1,11,5
1,11,4
1,12,4
1,12,7
1,12,2
1,12,3
1,13,4
1,13,7
1,13,3
1,13,4
1,14,3
1,14,6
1,14,2
1,14,1
1,15,3
1,15,5
1,15,7
1,15,2
1,16,1
1,16,1
1,16,1
1,16,5
1,17,7
1,17,1
1,17,2
1,17,1
1,18,2
1,18,3
1,18,7
1,18,3
1,19,5
1,19,4
1,19,4
1,19,4
