dest,inb train,nb rc
1,0,3
2,0,3
2,0,5
1,0,1
2,1,5
1,1,4
2,1,1
2,1,4
1,2,4
2,2,2
2,2,2
1,2,3
2,3,5
1,3,3
2,3,5
2,3,3
2,4,2
2,4,1
2,4,2
1,4,2
2,5,5
2,5,1
1,5,3
1,5,2
2,6,3
1,6,3
2,6,2
2,6,3
1,7,3
1,7,4
2,7,5
1,7,4
1,8,3
2,8,2
1,8,5
1,8,3
1,9,3
2,9,5
1,9,3
1,9,3
2,10,5
2,10,2
2,10,5
2,10,1
2,11,2
2,11,1
1,11,2
2,11,4
2,12,5
2,12,2
1,12,2
1,12,5
1,13,4
1,13,2
1,13,4
1,13,4
1,14,3
1,14,1
2,14,3
1,14,2
1,15,5
1,15,3
2,15,2
1,15,4
2,16,3
1,16,5
1,16,1
1,16,1
1,17,5
1,17,2
1,17,1
2,17,4
2,18,3
2,18,2
1,18,2
1,18,3
2,19,4
1,19,5
1,19,4
1,19,2
