dest,inb train,nb rc
2,0,5
1,0,1
1,0,7
1,0,3
2,1,3
2,1,8
1,1,5
2,1,3
2,2,3
1,2,2
2,2,6
1,2,8
1,3,4
1,3,7
1,3,8
1,3,7
2,4,5
1,4,4
2,4,5
2,4,3
2,5,7
2,5,2
2,5,3
2,5,6
2,6,4
1,6,3
1,6,2
2,6,6
1,7,2
1,7,7
1,7,9
1,7,4
1,8,1
2,8,3
2,8,7
2,8,5
2,9,1
2,9,4
1,9,2
1,9,2
1,10,2
1,10,5
1,10,5
1,10,4
2,11,9
2,11,4
2,11,5
1,11,9
2,12,8
1,12,4
1,12,2
2,12,5
2,13,8
1,13,2
2,13,5
2,13,3
2,14,5
2,14,3
2,14,7
2,14,6
1,15,1
2,15,8
2,15,9
2,15,7
2,16,1
1,16,7
1,16,1
2,16,2
2,17,4
2,17,1
2,17,1
2,17,8
2,18,9
2,18,4
1,18,7
2,18,9
1,19,9
1,19,6
1,19,2
1,19,4
