dest,inb train,nb rc
1,0,5
1,0,2
1,0,4
1,0,4
1,1,7
1,1,3
1,1,7
1,1,7
1,2,1
1,2,6
1,2,5
1,2,1
1,3,5
1,3,4
1,3,2
1,3,1
1,4,2
1,4,3
1,4,3
1,4,3
1,5,4
1,5,4
1,5,4
1,5,3
1,6,6
1,6,6
1,6,4
1,6,4
1,7,5
1,7,7
1,7,3
1,7,1
1,8,7
1,8,2
1,8,3
1,8,4
1,9,6
1,9,3
1,9,6
1,9,5
1,10,7
1,10,3
1,10,7
1,10,2
1,11,3
1,11,4
1,11,2
1,11,6
1,12,6
1,12,6
1,12,5
1,12,5
1,13,7
1,13,5
1,13,7
1,13,7
1,14,5
1,14,1
1,14,5
1,14,2
1,15,3
1,15,5
1,15,7
1,15,4
1,16,4
1,16,5
1,16,7
1,16,7
1,17,4
1,17,6
1,17,4
1,17,4
1,18,3
1,18,2
1,18,1
1,18,5
1,19,2
1,19,6
1,19,5
1,19,1
