dest,inb train,nb rc
5,0,2
4,0,5
2,0,2
5,0,4
5,1,4
5,1,5
5,1,3
5,1,2
1,2,1
3,2,1
1,2,3
1,2,2
4,3,2
3,3,1
1,3,5
1,3,5
3,4,3
2,4,5
5,4,2
4,4,5
4,5,1
3,5,2
5,5,2
3,5,5
5,6,4
4,6,1
2,6,1
5,6,1
1,7,4
1,7,1
2,7,1
3,7,4
2,8,5
5,8,3
4,8,1
4,8,2
5,9,2
3,9,5
3,9,2
5,9,2
4,10,1
3,10,1
5,10,3
3,10,1
5,11,5
3,11,1
5,11,4
3,11,4
3,12,2
5,12,1
4,12,3
5,12,1
4,13,1
3,13,4
3,13,2
2,13,2
5,14,1
2,14,2
4,14,1
5,14,3
3,15,5
5,15,1
5,15,4
3,15,4
1,16,5
4,16,1
1,16,1
4,16,5
2,17,4
4,17,2
3,17,1
4,17,4
5,18,2
2,18,1
4,18,3
5,18,1
2,19,2
3,19,1
3,19,5
3,19,1
