dest,inb train,nb rc
2,0,7
1,0,6
2,0,7
1,0,1
2,1,1
2,1,5
2,1,1
2,1,7
2,2,1
2,2,3
2,2,6
1,2,1
1,3,5
2,3,2
2,3,7
2,3,2
1,4,4
1,4,7
1,4,2
2,4,5
2,5,4
2,5,5
1,5,7
1,5,4
1,6,1
1,6,1
2,6,7
1,6,5
2,7,5
1,7,5
2,7,5
1,7,7
2,8,5
1,8,3
2,8,5
1,8,7
2,9,6
2,9,4
2,9,6
1,9,2
2,10,5
1,10,4
2,10,1
2,10,6
1,11,6
1,11,7
2,11,7
2,11,6
2,12,2
1,12,3
1,12,6
1,12,7
1,13,4
1,13,3
1,13,2
1,13,3
1,14,5
1,14,7
1,14,3
1,14,1
1,15,2
1,15,4
1,15,4
2,15,6
2,16,2
1,16,6
1,16,6
1,16,7
1,17,4
1,17,6
1,17,7
2,17,2
1,18,6
1,18,4
1,18,1
2,18,4
1,19,1
2,19,5
2,19,3
1,19,6
