dest,inb train,nb rc
1,0,8
5,0,1
1,0,4
5,0,5
2,1,8
1,1,5
2,1,1
3,1,7
5,2,9
5,2,1
3,2,4
2,2,8
2,3,2
3,3,2
5,3,6
4,3,5
3,4,1
2,4,7
2,4,3
2,4,6
1,5,4
4,5,4
4,5,9
4,5,7
1,6,8
3,6,7
4,6,1
5,6,2
1,7,4
5,7,6
3,7,5
5,7,2
5,8,4
2,8,7
2,8,5
1,8,5
1,9,2
1,9,9
4,9,5
1,9,8
5,10,1
2,10,7
1,10,1
4,10,5
2,11,4
5,11,6
4,11,5
1,11,7
3,12,6
3,12,6
2,12,2
5,12,6
1,13,2
3,13,7
1,13,5
4,13,2
3,14,6
1,14,9
2,14,5
1,14,5
5,15,6
2,15,3
3,15,7
5,15,3
3,16,1
5,16,2
4,16,9
5,16,7
4,17,8
3,17,4
3,17,7
1,17,9
3,18,9
1,18,1
3,18,2
5,18,8
4,19,8
3,19,7
5,19,6
3,19,2
