dest,inb train,nb rc
1,0,2
2,0,7
2,0,4
2,0,7
2,1,7
2,1,1
2,1,1
1,1,5
1,2,2
2,2,6
2,2,4
2,2,4
2,3,3
2,3,5
2,3,4
1,3,6
2,4,3
2,4,1
1,4,4
2,4,2
1,5,3
2,5,5
2,5,7
2,5,2
2,6,7
1,6,4
1,6,7
1,6,1
1,7,4
2,7,5
1,7,5
1,7,5
1,8,7
1,8,1
1,8,6
2,8,5
2,9,5
1,9,5
2,9,2
1,9,3
2,10,3
1,10,2
1,10,4
1,10,7
1,11,3
2,11,4
2,11,1
1,11,3
1,12,4
1,12,1
2,12,4
2,12,3
2,13,1
1,13,3
2,13,7
2,13,6
2,14,5
2,14,2
2,14,6
1,14,6
1,15,6
2,15,3
2,15,4
1,15,1
2,16,5
2,16,3
1,16,7
1,16,6
1,17,7
2,17,5
2,17,3
1,17,4
1,18,2
1,18,3
1,18,6
1,18,6
1,19,6
2,19,2
2,19,2
1,19,5
