dest,inb train,nb rc
2,0,3
2,0,8
2,0,7
2,0,3
1,1,7
1,1,4
1,1,5
2,1,2
1,2,5
2,2,8
2,2,2
1,2,9
2,3,2
1,3,9
2,3,7
2,3,1
1,4,9
1,4,3
1,4,7
2,4,5
1,5,2
1,5,7
2,5,3
2,5,5
1,6,8
1,6,8
1,6,9
2,6,3
2,7,1
1,7,7
1,7,3
2,7,4
1,8,8
1,8,5
1,8,6
1,8,1
1,9,6
2,9,2
1,9,8
2,9,2
2,10,3
1,10,5
2,10,7
2,10,5
1,11,9
1,11,8
2,11,5
1,11,5
1,12,6
2,12,2
1,12,5
2,12,9
1,13,3
1,13,6
1,13,3
2,13,7
1,14,8
2,14,7
2,14,5
2,14,2
2,15,3
1,15,3
1,15,3
1,15,3
1,16,4
2,16,9
2,16,5
2,16,6
1,17,8
2,17,5
1,17,2
2,17,3
1,18,7
2,18,7
1,18,8
2,18,6
2,19,2
2,19,3
2,19,7
2,19,8
