dest,inb train,nb rc
1,0,9
1,0,2
2,0,3
2,0,2
5,1,6
2,1,9
5,1,5
1,1,3
2,2,3
2,2,1
3,2,6
3,2,5
3,3,7
5,3,4
4,3,7
3,3,3
4,4,1
2,4,2
5,4,3
3,4,9
3,5,5
5,5,1
2,5,5
1,5,3
2,6,1
4,6,3
4,6,1
3,6,3
5,7,4
5,7,1
2,7,5
5,7,5
2,8,2
1,8,2
2,8,8
5,8,8
5,9,1
3,9,7
3,9,3
1,9,1
1,10,6
2,10,9
3,10,7
3,10,1
3,11,9
5,11,1
2,11,8
5,11,7
2,12,2
3,12,8
4,12,6
3,12,9
3,13,6
1,13,5
2,13,7
5,13,1
5,14,5
1,14,8
1,14,7
3,14,7
5,15,2
2,15,5
2,15,4
5,15,5
1,16,2
1,16,4
1,16,7
2,16,1
1,17,9
5,17,4
1,17,4
1,17,1
5,18,3
3,18,2
1,18,2
5,18,3
2,19,6
1,19,8
2,19,3
5,19,5
