dest,inb train,nb rc
1,0,5
1,0,1
1,0,5
1,0,3
1,1,4
1,1,6
1,1,6
1,1,4
1,2,6
1,2,5
1,2,7
1,2,6
1,3,2
1,3,6
1,3,6
1,3,5
1,4,1
1,4,1
1,4,3
1,4,7
1,5,6
1,5,4
1,5,3
1,5,3
1,6,6
1,6,1
1,6,3
1,6,3
1,7,2
1,7,3
1,7,6
1,7,4
1,8,5
1,8,3
1,8,2
1,8,2
1,9,1
1,9,2
1,9,3
1,9,4
1,10,6
1,10,1
1,10,6
1,10,1
1,11,4
1,11,6
1,11,2
1,11,7
1,12,4
1,12,1
1,12,2
1,12,4
1,13,4
1,13,3
1,13,4
1,13,7
1,14,6
1,14,1
1,14,1
1,14,1
1,15,4
1,15,6
1,15,4
1,15,5
1,16,2
1,16,2
1,16,6
1,16,2
1,17,1
1,17,3
1,17,6
1,17,3
1,18,6
1,18,4
1,18,7
1,18,7
1,19,2
1,19,3
1,19,2
1,19,4
