dest,inb train,nb rc
2,0,3
1,0,5
1,0,4
1,0,2
1,1,5
2,1,2
2,1,2
2,1,4
2,2,1
2,2,2
2,2,5
2,2,5
1,3,5
1,3,4
2,3,5
1,3,1
1,4,3
2,4,3
1,4,2
2,4,4
2,5,1
1,5,3
2,5,3
1,5,1
2,6,5
1,6,1
2,6,3
2,6,3
1,7,4
2,7,2
1,7,3
1,7,5
1,8,5
2,8,4
2,8,3
1,8,1
2,9,1
1,9,4
1,9,2
2,9,3
1,10,4
2,10,3
1,10,3
2,10,4
1,11,4
2,11,4
2,11,4
1,11,1
2,12,1
2,12,2
2,12,4
2,12,5
1,13,5
2,13,5
2,13,5
2,13,2
1,14,3
2,14,4
2,14,4
1,14,5
1,15,5
1,15,2
2,15,3
1,15,4
2,16,2
2,16,4
2,16,3
2,16,4
2,17,5
2,17,4
1,17,2
1,17,2
1,18,4
1,18,1
2,18,5
1,18,1
2,19,1
2,19,1
1,19,3
2,19,2
