dest,inb train,nb rc
5,0,3
1,0,1
1,0,4
2,0,2
4,1,1
2,1,4
2,1,1
2,1,7
2,2,3
3,2,6
3,2,4
1,2,5
5,3,6
2,3,3
3,3,7
2,3,5
3,4,5
5,4,2
3,4,2
1,4,2
3,5,1
3,5,1
3,5,6
1,5,3
3,6,4
3,6,2
4,6,3
2,6,5
2,7,4
2,7,3
2,7,7
2,7,5
3,8,6
5,8,5
1,8,3
3,8,5
5,9,5
3,9,5
4,9,1
1,9,7
5,10,2
3,10,4
2,10,1
2,10,6
2,11,3
5,11,3
3,11,1
2,11,5
3,12,5
5,12,6
5,12,4
3,12,1
5,13,4
5,13,5
2,13,3
5,13,1
4,14,2
2,14,3
4,14,2
4,14,5
1,15,4
3,15,4
1,15,4
3,15,4
3,16,2
2,16,6
1,16,6
5,16,6
4,17,6
5,17,3
4,17,5
1,17,2
3,18,4
3,18,1
4,18,5
5,18,7
3,19,5
1,19,1
1,19,1
2,19,4
