dest,inb train,nb rc
2,0,1
2,0,4
2,0,6
1,0,7
2,1,6
2,1,1
1,1,1
2,1,7
1,2,4
2,2,3
2,2,2
2,2,2
1,3,3
2,3,7
2,3,7
1,3,3
2,4,7
2,4,6
1,4,3
2,4,6
2,5,4
2,5,1
2,5,3
2,5,2
2,6,7
1,6,6
1,6,1
1,6,4
1,7,7
1,7,1
1,7,1
2,7,2
1,8,1
2,8,2
1,8,7
1,8,5
2,9,5
2,9,5
2,9,1
2,9,1
1,10,6
1,10,6
2,10,4
2,10,1
1,11,1
1,11,7
1,11,4
2,11,6
2,12,6
2,12,1
1,12,3
2,12,7
1,13,1
1,13,7
1,13,1
1,13,4
2,14,3
2,14,2
1,14,2
2,14,4
1,15,2
2,15,6
2,15,4
1,15,1
1,16,2
2,16,1
1,16,7
2,16,6
2,17,5
1,17,5
2,17,4
1,17,2
1,18,7
1,18,5
1,18,3
1,18,1
2,19,2
1,19,1
1,19,5
2,19,7
