dest,inb train,nb rc
1,0,6
1,0,4
2,0,7
2,0,1
2,1,4
1,1,6
2,1,1
2,1,2
2,2,4
1,2,1
2,2,8
2,2,4
1,3,2
2,3,2
1,3,5
1,3,1
2,4,2
2,4,1
1,4,6
2,4,8
1,5,5
2,5,6
2,5,2
2,5,9
1,6,1
1,6,6
1,6,8
1,6,2
2,7,7
1,7,4
2,7,7
1,7,1
1,8,9
1,8,3
1,8,8
1,8,8
1,9,5
1,9,5
2,9,2
1,9,3
1,10,8
1,10,4
1,10,8
2,10,1
2,11,9
1,11,2
2,11,3
2,11,7
2,12,2
2,12,5
1,12,8
1,12,1
1,13,7
2,13,1
2,13,7
2,13,7
2,14,7
2,14,6
2,14,8
2,14,5
2,15,6
1,15,2
2,15,2
2,15,1
2,16,8
2,16,6
2,16,5
2,16,7
2,17,4
2,17,5
2,17,9
2,17,2
2,18,5
1,18,5
1,18,7
1,18,5
2,19,6
2,19,8
1,19,8
1,19,4
