dest,inb train,nb rc
1,0,5
1,0,4
1,0,3
1,0,3
1,1,2
1,1,4
1,1,4
1,1,6
1,2,6
1,2,6
1,2,2
1,2,3
1,3,2
1,3,2
1,3,1
1,3,1
1,4,6
1,4,6
1,4,6
1,4,2
1,5,5
1,5,5
1,5,7
1,5,3
1,6,1
1,6,5
1,6,2
1,6,4
1,7,1
1,7,3
1,7,6
1,7,2
1,8,2
1,8,4
1,8,4
1,8,1
1,9,1
1,9,4
1,9,4
1,9,1
1,10,7
1,10,2
1,10,2
1,10,7
1,11,2
1,11,3
1,11,1
1,11,7
1,12,4
1,12,1
1,12,5
1,12,4
1,13,4
1,13,3
1,13,7
1,13,6
1,14,2
1,14,2
1,14,5
1,14,6
1,15,6
1,15,3
1,15,5
1,15,1
1,16,2
1,16,3
1,16,3
1,16,7
1,17,4
1,17,1
1,17,5
1,17,3
1,18,7
1,18,6
1,18,6
1,18,7
1,19,1
1,19,7
1,19,5
1,19,1
