dest,inb train,nb rc
2,0,1
4,0,3
5,0,9
2,0,3
1,1,5
4,1,8
5,1,1
4,1,4
4,2,1
5,2,4
3,2,4
5,2,1
1,3,4
2,3,5
4,3,5
1,3,5
4,4,8
2,4,6
1,4,9
3,4,7
4,5,3
3,5,5
1,5,9
2,5,3
3,6,2
1,6,9
5,6,6
4,6,1
1,7,1
3,7,2
2,7,3
1,7,2
1,8,3
5,8,9
3,8,2
2,8,8
2,9,2
1,9,3
3,9,2
5,9,2
2,10,1
1,10,7
3,10,1
5,10,4
1,11,1
3,11,6
4,11,7
5,11,7
3,12,8
1,12,3
3,12,6
3,12,9
2,13,1
1,13,7
2,13,9
4,13,7
3,14,2
4,14,1
1,14,1
3,14,7
4,15,6
3,15,6
4,15,1
3,15,9
4,16,1
4,16,3
5,16,2
2,16,6
2,17,7
5,17,4
2,17,6
4,17,3
3,18,1
1,18,9
5,18,8
3,18,1
1,19,9
3,19,5
5,19,1
3,19,6
