dest,inb train,nb rc
2,0,1
2,0,8
2,0,6
1,0,2
1,1,7
1,1,9
2,1,2
1,1,4
1,2,8
2,2,4
1,2,6
2,2,2
2,3,5
1,3,6
2,3,1
1,3,3
1,4,8
1,4,7
2,4,9
1,4,5
2,5,7
2,5,2
1,5,6
1,5,1
2,6,2
2,6,2
1,6,1
1,6,3
1,7,9
2,7,5
2,7,2
1,7,1
1,8,1
2,8,1
2,8,7
1,8,3
1,9,2
2,9,1
1,9,8
1,9,5
2,10,6
1,10,8
2,10,2
2,10,8
1,11,9
2,11,3
2,11,8
2,11,4
1,12,4
2,12,9
2,12,4
2,12,1
2,13,7
1,13,1
2,13,3
1,13,7
1,14,1
2,14,1
1,14,4
2,14,8
1,15,8
1,15,2
1,15,7
1,15,7
1,16,3
1,16,2
1,16,4
1,16,4
2,17,1
1,17,8
2,17,9
1,17,4
1,18,9
2,18,9
1,18,3
2,18,2
1,19,9
1,19,1
1,19,8
2,19,7
