dest,inb train,nb rc
1,0,2
5,0,5
4,0,2
5,0,3
1,1,2
1,1,5
3,1,2
2,1,2
5,2,1
4,2,4
2,2,2
3,2,4
5,3,4
2,3,5
3,3,3
2,3,5
1,4,5
1,4,1
4,4,3
1,4,4
1,5,1
1,5,2
3,5,2
4,5,4
4,6,2
4,6,4
4,6,1
3,6,2
4,7,4
5,7,5
1,7,5
3,7,5
1,8,3
3,8,3
3,8,2
4,8,3
1,9,1
4,9,1
1,9,1
5,9,1
1,10,3
1,10,4
5,10,3
5,10,1
4,11,1
4,11,5
1,11,3
2,11,1
2,12,1
5,12,2
2,12,2
5,12,5
4,13,2
5,13,4
1,13,3
4,13,4
2,14,1
5,14,2
2,14,1
2,14,3
5,15,2
2,15,2
2,15,5
2,15,5
5,16,3
3,16,5
1,16,1
2,16,2
5,17,2
2,17,3
1,17,2
4,17,5
5,18,5
2,18,2
3,18,3
5,18,4
4,19,2
5,19,4
4,19,1
3,19,3
