dest,inb train,nb rc
1,0,3
1,0,5
1,0,9
1,0,4
1,1,4
1,1,8
1,1,5
2,1,3
2,2,6
2,2,7
2,2,1
1,2,5
1,3,2
1,3,4
1,3,4
1,3,8
1,4,7
1,4,9
2,4,3
1,4,2
2,5,8
2,5,3
1,5,5
2,5,4
2,6,9
2,6,2
2,6,6
2,6,2
1,7,7
1,7,3
2,7,1
2,7,1
1,8,6
2,8,7
2,8,7
1,8,4
2,9,2
2,9,1
2,9,2
2,9,4
1,10,2
1,10,5
1,10,7
2,10,1
1,11,1
2,11,4
1,11,7
1,11,9
1,12,3
1,12,2
2,12,4
2,12,9
1,13,1
1,13,9
1,13,9
1,13,8
2,14,6
2,14,1
1,14,2
1,14,8
2,15,4
1,15,3
1,15,9
1,15,7
2,16,2
1,16,5
1,16,9
2,16,1
2,17,3
1,17,7
1,17,1
1,17,3
1,18,3
1,18,5
1,18,8
2,18,2
2,19,3
1,19,6
1,19,9
2,19,9
