dest,inb train,nb rc
2,0,4
1,0,4
1,0,6
2,0,5
2,1,6
1,1,7
2,1,3
2,1,1
1,2,1
2,2,3
2,2,4
2,2,6
1,3,3
2,3,2
1,3,5
2,3,7
2,4,7
1,4,3
1,4,2
1,4,2
2,5,6
2,5,7
2,5,7
2,5,1
1,6,3
1,6,4
2,6,7
1,6,4
1,7,1
1,7,7
2,7,7
2,7,4
1,8,5
1,8,2
2,8,2
1,8,3
1,9,5
1,9,6
1,9,6
2,9,4
2,10,6
2,10,2
1,10,7
2,10,4
2,11,5
2,11,7
1,11,4
2,11,2
2,12,6
1,12,2
2,12,4
2,12,2
2,13,6
1,13,5
2,13,3
1,13,1
1,14,7
1,14,3
1,14,7
1,14,7
2,15,5
2,15,2
1,15,5
2,15,7
2,16,3
2,16,6
1,16,2
1,16,5
2,17,6
1,17,5
1,17,2
2,17,2
2,18,5
1,18,6
2,18,1
2,18,3
2,19,1
2,19,5
2,19,5
2,19,4
