dest,inb train,nb rc
2,0,2
1,0,4
2,0,2
1,0,4
2,1,2
2,1,4
1,1,2
2,1,6
2,2,4
1,2,6
2,2,4
2,2,7
2,3,6
2,3,3
2,3,4
1,3,3
1,4,4
2,4,5
2,4,2
1,4,6
2,5,4
2,5,2
2,5,2
1,5,7
1,6,4
2,6,4
1,6,1
1,6,2
2,7,2
2,7,6
2,7,4
1,7,5
2,8,2
2,8,5
2,8,5
1,8,1
2,9,3
1,9,6
1,9,5
1,9,5
1,10,1
2,10,2
2,10,6
2,10,1
1,11,5
2,11,4
1,11,1
2,11,3
1,12,3
1,12,4
2,12,5
1,12,5
2,13,7
1,13,4
1,13,5
2,13,5
2,14,4
2,14,1
1,14,7
2,14,4
1,15,5
1,15,5
2,15,1
1,15,7
2,16,6
2,16,4
2,16,6
1,16,5
2,17,6
1,17,4
2,17,5
1,17,5
1,18,7
1,18,1
2,18,7
2,18,5
2,19,7
2,19,7
2,19,2
1,19,2
