dest,inb train,nb rc
1,0,6
1,0,6
1,0,5
1,0,5
1,1,2
1,1,2
1,1,6
1,1,7
1,2,2
1,2,2
1,2,6
1,2,3
1,3,4
1,3,1
1,3,6
1,3,1
1,4,5
1,4,7
1,4,3
1,4,1
1,5,1
1,5,5
1,5,4
1,5,4
1,6,5
1,6,5
1,6,1
1,6,1
1,7,6
1,7,4
1,7,4
1,7,2
1,8,5
1,8,3
1,8,5
1,8,4
1,9,5
1,9,1
1,9,6
1,9,1
1,10,1
1,10,7
1,10,2
1,10,1
1,11,4
1,11,1
1,11,2
1,11,7
1,12,6
1,12,5
1,12,4
1,12,1
1,13,3
1,13,2
1,13,3
1,13,4
1,14,5
1,14,3
1,14,2
1,14,6
1,15,7
1,15,3
1,15,2
1,15,3
1,16,3
1,16,6
1,16,6
1,16,2
1,17,7
1,17,7
1,17,5
1,17,1
1,18,5
1,18,1
1,18,1
1,18,6
1,19,3
1,19,2
1,19,4
1,19,4
