dest,inb train,nb rc
1,0,5
2,0,5
1,0,3
2,0,5
1,1,7
1,1,4
1,1,7
1,1,7
1,2,6
1,2,6
2,2,6
2,2,5
1,3,7
1,3,2
2,3,2
1,3,2
1,4,2
2,4,3
2,4,1
2,4,7
1,5,1
2,5,1
1,5,4
2,5,5
2,6,7
2,6,7
2,6,3
1,6,4
1,7,4
2,7,4
2,7,7
1,7,1
2,8,1
2,8,6
2,8,6
1,8,2
2,9,2
1,9,4
1,9,7
2,9,1
2,10,4
1,10,5
1,10,2
1,10,2
2,11,2
2,11,1
2,11,6
1,11,4
2,12,4
1,12,3
2,12,1
2,12,1
1,13,1
1,13,5
1,13,5
2,13,3
1,14,4
1,14,5
1,14,7
2,14,7
2,15,5
2,15,1
2,15,7
1,15,2
1,16,1
2,16,3
2,16,4
1,16,4
2,17,7
2,17,2
2,17,5
1,17,6
2,18,4
1,18,2
1,18,2
1,18,5
2,19,1
2,19,6
2,19,3
1,19,1
