dest,inb train,nb rc
4,0,7
3,0,6
4,0,4
5,0,6
1,1,2
1,1,1
3,1,2
5,1,4
4,2,6
3,2,7
3,2,5
1,2,3
1,3,5
2,3,6
4,3,6
1,3,4
4,4,1
3,4,1
5,4,4
4,4,2
1,5,6
5,5,5
2,5,3
2,5,3
2,6,5
1,6,2
4,6,7
2,6,4
4,7,1
1,7,5
5,7,2
1,7,2
5,8,5
3,8,5
5,8,2
1,8,7
3,9,2
2,9,2
1,9,4
4,9,2
3,10,2
2,10,3
2,10,3
3,10,1
4,11,6
5,11,7
5,11,3
5,11,5
2,12,6
5,12,6
5,12,4
4,12,1
2,13,6
3,13,2
4,13,5
5,13,4
3,14,2
3,14,6
5,14,1
3,14,1
5,15,3
5,15,7
1,15,7
2,15,2
4,16,7
5,16,6
2,16,1
5,16,2
1,17,1
1,17,6
1,17,7
3,17,6
3,18,3
4,18,1
3,18,1
1,18,4
2,19,6
2,19,1
1,19,3
1,19,5
