dest,inb train,nb rc
3,0,3
2,0,5
2,0,8
3,0,2
2,1,4
2,1,8
4,1,2
3,1,9
1,2,4
4,2,2
5,2,3
2,2,8
4,3,2
2,3,3
1,3,9
4,3,3
5,4,7
1,4,3
1,4,1
1,4,4
4,5,8
3,5,8
3,5,8
1,5,7
5,6,5
1,6,3
3,6,5
3,6,3
1,7,7
1,7,9
3,7,5
3,7,2
2,8,7
3,8,8
2,8,3
3,8,5
1,9,7
1,9,9
5,9,8
4,9,6
1,10,2
1,10,9
2,10,8
2,10,6
4,11,7
2,11,3
3,11,7
5,11,3
4,12,6
3,12,9
3,12,1
5,12,8
5,13,4
3,13,7
3,13,5
4,13,4
4,14,9
1,14,3
3,14,1
2,14,2
4,15,3
3,15,7
3,15,6
5,15,2
3,16,7
1,16,5
5,16,9
2,16,5
1,17,4
4,17,9
2,17,1
1,17,9
2,18,3
4,18,2
3,18,2
2,18,5
5,19,3
5,19,1
3,19,5
1,19,9
