dest,inb train,nb rc
5,0,4
5,0,3
5,0,5
4,0,5
1,1,3
4,1,1
1,1,2
3,1,2
3,2,6
2,2,4
1,2,1
2,2,5
2,3,2
3,3,6
5,3,1
1,3,1
5,4,2
3,4,5
5,4,5
3,4,7
4,5,2
4,5,7
4,5,1
2,5,7
3,6,3
2,6,7
3,6,5
3,6,3
3,7,3
3,7,7
2,7,2
1,7,4
3,8,3
4,8,4
2,8,2
1,8,2
1,9,2
1,9,6
1,9,3
2,9,5
4,10,1
5,10,6
5,10,4
1,10,7
5,11,5
1,11,1
5,11,5
1,11,6
2,12,1
4,12,3
4,12,1
3,12,4
5,13,2
3,13,4
1,13,7
5,13,1
5,14,7
3,14,7
1,14,1
3,14,3
3,15,2
3,15,6
2,15,6
2,15,6
5,16,6
2,16,1
3,16,5
3,16,6
1,17,4
1,17,1
1,17,5
4,17,3
1,18,2
3,18,6
5,18,6
5,18,7
5,19,6
4,19,4
4,19,5
1,19,1
