dest,inb train,nb rc
1,0,5
1,0,4
1,0,7
1,0,5
1,1,5
1,1,7
1,1,3
1,1,4
1,2,8
1,2,5
1,2,4
1,2,1
1,3,8
1,3,3
1,3,3
1,3,1
1,4,9
1,4,1
1,4,5
1,4,7
1,5,3
1,5,4
1,5,9
1,5,1
1,6,3
1,6,3
1,6,1
1,6,8
1,7,3
1,7,9
1,7,3
1,7,1
1,8,2
1,8,1
1,8,9
1,8,9
1,9,4
1,9,9
1,9,9
1,9,2
1,10,1
1,10,2
1,10,9
1,10,4
1,11,2
1,11,5
1,11,9
1,11,8
1,12,8
1,12,1
1,12,9
1,12,7
1,13,1
1,13,6
1,13,8
1,13,2
1,14,5
1,14,7
1,14,5
1,14,3
1,15,5
1,15,5
1,15,8
1,15,5
1,16,7
1,16,1
1,16,3
1,16,9
1,17,8
1,17,9
1,17,1
1,17,6
1,18,2
1,18,2
1,18,7
1,18,3
1,19,8
1,19,1
1,19,7
1,19,1
