dest,inb train,nb rc
3,0,3
4,0,4
1,0,3
4,0,5
3,1,4
5,1,5
2,1,2
5,1,1
5,2,3
4,2,5
5,2,5
2,2,3
1,3,6
1,3,1
4,3,2
4,3,7
1,4,4
3,4,2
4,4,5
5,4,4
1,5,2
4,5,6
3,5,4
4,5,2
5,6,7
1,6,5
4,6,7
1,6,5
3,7,4
5,7,5
2,7,6
4,7,3
1,8,2
4,8,7
3,8,7
3,8,6
5,9,7
1,9,4
3,9,3
1,9,1
2,10,3
2,10,3
1,10,3
4,10,1
5,11,7
2,11,1
5,11,5
1,11,3
3,12,6
4,12,1
5,12,6
5,12,2
3,13,6
1,13,2
2,13,5
5,13,3
2,14,7
2,14,7
4,14,4
4,14,7
2,15,6
2,15,2
5,15,1
1,15,3
5,16,6
5,16,4
1,16,4
5,16,4
2,17,1
2,17,5
1,17,6
4,17,6
5,18,3
5,18,3
3,18,3
4,18,1
3,19,2
3,19,2
1,19,6
5,19,1
