dest,inb train,nb rc
1,0,6
5,0,6
1,0,6
3,0,1
4,1,7
4,1,4
2,1,3
5,1,2
1,2,2
1,2,7
5,2,7
2,2,2
4,3,4
1,3,7
4,3,5
3,3,7
2,4,6
4,4,3
2,4,2
4,4,1
3,5,3
2,5,3
3,5,3
4,5,7
4,6,1
5,6,4
2,6,4
2,6,4
2,7,1
3,7,5
3,7,3
4,7,1
5,8,4
2,8,5
5,8,7
4,8,2
5,9,6
4,9,7
1,9,2
5,9,6
3,10,6
5,10,6
2,10,3
1,10,5
4,11,2
3,11,4
4,11,6
1,11,1
4,12,4
2,12,3
3,12,4
1,12,4
2,13,1
3,13,6
5,13,5
5,13,1
3,14,2
2,14,4
5,14,5
1,14,3
5,15,7
1,15,4
1,15,1
4,15,4
4,16,1
2,16,7
3,16,3
4,16,5
5,17,5
4,17,3
5,17,2
4,17,7
5,18,5
3,18,7
4,18,1
2,18,4
4,19,3
1,19,5
1,19,1
3,19,6
