dest,inb train,nb rc
1,0,5
1,0,1
1,0,8
1,0,4
1,1,6
1,1,5
1,1,6
1,1,6
1,2,6
1,2,9
1,2,3
1,2,1
1,3,2
1,3,7
1,3,3
1,3,7
1,4,6
1,4,7
1,4,5
1,4,9
1,5,5
1,5,5
1,5,7
1,5,3
1,6,7
1,6,2
1,6,1
1,6,5
1,7,2
1,7,4
1,7,7
1,7,3
1,8,7
1,8,3
1,8,6
1,8,9
1,9,2
1,9,3
1,9,3
1,9,3
1,10,8
1,10,5
1,10,5
1,10,3
1,11,4
1,11,3
1,11,5
1,11,6
1,12,9
1,12,5
1,12,9
1,12,6
1,13,7
1,13,7
1,13,9
1,13,5
1,14,4
1,14,8
1,14,8
1,14,2
1,15,5
1,15,4
1,15,8
1,15,7
1,16,6
1,16,9
1,16,1
1,16,3
1,17,8
1,17,6
1,17,1
1,17,1
1,18,1
1,18,8
1,18,9
1,18,5
1,19,4
1,19,8
1,19,5
1,19,6
