dest,inb train,nb rc
2,0,6
2,0,2
2,0,5
2,0,6
2,1,2
1,1,2
2,1,4
1,1,2
2,2,5
2,2,7
2,2,6
1,2,6
2,3,1
2,3,4
1,3,1
2,3,3
2,4,4
2,4,3
1,4,1
2,4,7
1,5,3
2,5,4
1,5,6
2,5,6
1,6,3
2,6,4
1,6,3
1,6,1
2,7,4
1,7,1
1,7,5
2,7,6
2,8,6
1,8,2
1,8,1
2,8,2
2,9,7
1,9,1
1,9,4
1,9,3
2,10,7
1,10,3
2,10,1
2,10,4
1,11,1
2,11,5
1,11,1
1,11,5
2,12,1
2,12,3
1,12,4
2,12,1
2,13,5
2,13,3
1,13,2
1,13,3
2,14,3
1,14,5
1,14,3
2,14,7
2,15,5
2,15,3
2,15,4
1,15,7
2,16,6
1,16,2
2,16,4
1,16,5
2,17,1
1,17,6
2,17,3
1,17,6
2,18,5
2,18,6
1,18,3
1,18,4
1,19,1
2,19,5
2,19,7
1,19,2
