dest,inb train,nb rc
1,0,4
1,0,4
1,0,2
1,0,7
1,1,4
1,1,3
1,1,4
1,1,6
1,2,4
1,2,6
1,2,2
1,2,5
1,3,2
1,3,3
1,3,4
1,3,4
1,4,2
1,4,5
1,4,4
1,4,7
1,5,4
1,5,3
1,5,5
1,5,4
1,6,1
1,6,2
1,6,5
1,6,5
1,7,3
1,7,3
1,7,4
1,7,7
1,8,1
1,8,1
1,8,7
1,8,1
1,9,2
1,9,4
1,9,3
1,9,2
1,10,7
1,10,1
1,10,4
1,10,2
1,11,1
1,11,5
1,11,4
1,11,2
1,12,5
1,12,2
1,12,5
1,12,4
1,13,1
1,13,1
1,13,4
1,13,1
1,14,6
1,14,7
1,14,3
1,14,3
1,15,3
1,15,4
1,15,7
1,15,3
1,16,4
1,16,2
1,16,6
1,16,4
1,17,2
1,17,4
1,17,2
1,17,4
1,18,5
1,18,3
1,18,1
1,18,2
1,19,3
1,19,3
1,19,1
1,19,1
