dest,inb train,nb rc
1,0,1
1,0,1
1,0,3
1,0,3
1,1,4
1,1,1
1,1,3
1,1,3
1,2,4
1,2,5
1,2,1
1,2,2
1,3,2
1,3,4
1,3,2
1,3,3
1,4,3
1,4,1
1,4,1
1,4,5
1,5,5
1,5,4
1,5,2
1,5,1
1,6,4
1,6,4
1,6,5
1,6,5
1,7,1
1,7,1
1,7,3
1,7,2
1,8,4
1,8,3
1,8,4
1,8,1
1,9,4
1,9,3
1,9,4
1,9,5
1,10,5
1,10,1
1,10,5
1,10,2
1,11,5
1,11,3
1,11,1
1,11,4
1,12,3
1,12,1
1,12,3
1,12,3
1,13,3
1,13,3
1,13,5
1,13,1
1,14,1
1,14,1
1,14,5
1,14,2
1,15,1
1,15,2
1,15,5
1,15,5
1,16,3
1,16,5
1,16,3
1,16,2
1,17,4
1,17,3
1,17,1
1,17,4
1,18,5
1,18,1
1,18,2
1,18,2
1,19,5
1,19,2
1,19,3
1,19,5
