dest,inb train,nb rc
2,0,4
2,0,7
2,0,5
2,0,1
1,1,7
2,1,5
2,1,1
2,1,5
1,2,5
1,2,1
2,2,5
1,2,3
1,3,6
1,3,5
1,3,6
1,3,5
1,4,7
2,4,1
1,4,3
1,4,5
2,5,7
1,5,5
1,5,1
2,5,6
2,6,3
1,6,7
2,6,1
2,6,1
1,7,6
1,7,3
2,7,3
1,7,6
1,8,1
2,8,3
2,8,3
2,8,4
2,9,6
2,9,4
1,9,2
1,9,2
1,10,6
2,10,1
2,10,2
1,10,4
2,11,7
2,11,4
2,11,4
2,11,4
1,12,6
1,12,2
1,12,1
1,12,4
2,13,7
2,13,6
1,13,3
2,13,3
2,14,3
2,14,6
1,14,5
2,14,7
2,15,2
1,15,3
1,15,3
1,15,7
2,16,6
2,16,2
1,16,4
2,16,2
2,17,2
1,17,5
2,17,6
1,17,6
2,18,6
2,18,6
2,18,1
2,18,6
2,19,6
2,19,7
2,19,5
1,19,6
