dest,inb train,nb rc
5,0,2
3,0,4
2,0,2
2,0,5
2,1,2
2,1,4
3,1,5
1,1,2
1,2,2
3,2,5
2,2,1
1,2,1
5,3,2
1,3,4
4,3,1
1,3,3
2,4,1
5,4,4
1,4,1
3,4,1
5,5,1
1,5,3
2,5,2
4,5,2
5,6,1
4,6,1
2,6,2
4,6,5
1,7,1
3,7,3
4,7,2
5,7,1
3,8,3
5,8,1
5,8,3
1,8,5
1,9,4
3,9,4
5,9,5
4,9,3
1,10,5
3,10,3
2,10,2
1,10,3
4,11,1
1,11,1
3,11,4
4,11,5
1,12,3
1,12,5
4,12,5
1,12,5
1,13,3
4,13,3
5,13,3
3,13,2
1,14,4
2,14,1
4,14,1
5,14,2
1,15,1
3,15,4
5,15,2
5,15,1
3,16,1
1,16,4
3,16,4
5,16,5
5,17,2
4,17,4
3,17,3
3,17,3
4,18,5
1,18,2
2,18,2
5,18,1
1,19,2
5,19,3
5,19,3
3,19,2
