dest,inb train,nb rc
1,0,4
5,0,6
4,0,5
5,0,3
5,1,4
4,1,7
4,1,3
5,1,1
2,2,5
2,2,4
2,2,4
5,2,1
2,3,5
3,3,3
2,3,7
3,3,2
1,4,4
1,4,5
2,4,6
5,4,6
2,5,1
4,5,3
5,5,3
5,5,5
1,6,6
5,6,2
5,6,1
4,6,6
1,7,2
3,7,6
3,7,6
1,7,2
1,8,3
1,8,2
5,8,7
2,8,1
1,9,3
2,9,3
1,9,3
3,9,5
2,10,6
5,10,4
1,10,5
1,10,2
1,11,3
3,11,5
4,11,5
4,11,1
1,12,4
1,12,5
4,12,6
3,12,7
4,13,3
1,13,4
1,13,4
2,13,1
4,14,7
2,14,1
2,14,7
1,14,6
2,15,6
4,15,1
4,15,2
1,15,2
5,16,7
2,16,7
4,16,1
1,16,7
1,17,5
5,17,3
5,17,1
1,17,7
3,18,3
3,18,5
1,18,6
5,18,5
3,19,4
2,19,3
2,19,1
5,19,3
