dest,inb train,nb rc
3,0,2
5,0,4
2,0,7
5,0,6
2,1,5
1,1,7
2,1,5
1,1,5
4,2,6
1,2,3
2,2,3
5,2,6
4,3,7
2,3,7
5,3,5
5,3,2
3,4,5
4,4,5
5,4,4
1,4,4
3,5,3
5,5,4
1,5,1
3,5,6
1,6,5
2,6,4
4,6,5
5,6,5
3,7,1
1,7,7
3,7,4
4,7,6
4,8,5
4,8,2
3,8,6
1,8,5
3,9,3
3,9,4
1,9,2
5,9,7
5,10,3
3,10,2
4,10,2
3,10,1
3,11,7
4,11,3
4,11,1
2,11,3
1,12,5
5,12,6
5,12,7
3,12,7
5,13,4
4,13,7
5,13,3
4,13,6
4,14,2
5,14,1
3,14,7
5,14,1
3,15,2
1,15,5
5,15,3
4,15,6
5,16,5
2,16,2
3,16,1
4,16,4
5,17,6
1,17,1
1,17,3
4,17,2
2,18,5
1,18,4
3,18,7
4,18,1
2,19,3
3,19,3
4,19,1
3,19,6
