dest,inb train,nb rc
4,0,1
4,0,3
1,0,4
4,0,2
4,1,1
1,1,1
3,1,3
3,1,4
2,2,4
5,2,3
2,2,4
3,2,2
3,3,4
5,3,4
5,3,1
3,3,3
4,4,4
5,4,2
4,4,2
3,4,3
4,5,1
4,5,1
1,5,1
3,5,5
2,6,5
3,6,3
3,6,4
1,6,5
5,7,3
1,7,3
3,7,3
5,7,1
5,8,3
4,8,2
4,8,2
1,8,4
4,9,5
2,9,2
3,9,2
1,9,3
5,10,4
3,10,5
3,10,3
2,10,3
1,11,3
3,11,3
5,11,2
5,11,2
2,12,3
1,12,2
5,12,2
2,12,2
4,13,4
1,13,1
3,13,5
3,13,3
2,14,5
5,14,5
1,14,4
1,14,3
4,15,2
5,15,2
3,15,3
3,15,1
3,16,2
3,16,5
1,16,1
4,16,3
1,17,4
3,17,2
5,17,1
3,17,4
5,18,4
3,18,5
2,18,1
1,18,5
3,19,3
2,19,1
3,19,4
3,19,5
