dest,inb train,nb rc
5,0,8
2,0,3
2,0,4
2,0,5
3,1,9
3,1,9
5,1,3
5,1,5
2,2,3
1,2,7
3,2,8
1,2,3
1,3,5
1,3,9
2,3,5
3,3,8
1,4,1
5,4,2
2,4,1
2,4,9
4,5,5
2,5,4
4,5,7
3,5,1
3,6,5
3,6,9
5,6,7
3,6,7
2,7,3
3,7,8
2,7,2
5,7,9
1,8,8
1,8,6
3,8,7
1,8,3
5,9,5
1,9,4
4,9,6
4,9,7
4,10,4
3,10,4
1,10,5
2,10,6
2,11,9
1,11,7
2,11,3
4,11,3
1,12,3
5,12,3
5,12,2
4,12,5
3,13,5
4,13,5
1,13,3
1,13,7
3,14,3
4,14,6
4,14,8
2,14,7
5,15,2
3,15,7
2,15,8
5,15,1
2,16,6
2,16,5
3,16,8
5,16,8
2,17,7
4,17,2
3,17,6
4,17,5
2,18,9
5,18,2
3,18,5
4,18,1
1,19,7
5,19,3
3,19,7
5,19,1
