dest,inb train,nb rc
1,0,3
1,0,4
1,0,3
1,0,3
1,1,4
1,1,4
1,1,4
1,1,1
1,2,3
1,2,5
1,2,2
1,2,2
1,3,4
1,3,1
1,3,1
1,3,3
1,4,2
1,4,5
1,4,2
1,4,2
1,5,1
1,5,3
1,5,4
1,5,1
1,6,1
1,6,5
1,6,3
1,6,1
1,7,1
1,7,5
1,7,2
1,7,1
1,8,5
1,8,2
1,8,5
1,8,5
1,9,3
1,9,3
1,9,2
1,9,2
1,10,5
1,10,4
1,10,5
1,10,1
1,11,2
1,11,1
1,11,1
1,11,4
1,12,5
1,12,3
1,12,4
1,12,1
1,13,3
1,13,3
1,13,3
1,13,3
1,14,1
1,14,4
1,14,2
1,14,5
1,15,5
1,15,2
1,15,1
1,15,1
1,16,4
1,16,4
1,16,1
1,16,2
1,17,3
1,17,5
1,17,1
1,17,3
1,18,5
1,18,5
1,18,5
1,18,4
1,19,1
1,19,4
1,19,2
1,19,5
