dest,inb train,nb rc
1,0,5
1,0,6
4,0,7
4,0,3
2,1,4
1,1,5
1,1,6
2,1,1
1,2,7
3,2,6
3,2,2
4,2,7
3,3,2
2,3,3
1,3,6
4,3,3
4,4,4
3,4,7
1,4,2
4,4,3
3,5,5
1,5,6
3,5,4
4,5,5
5,6,1
4,6,6
4,6,7
2,6,5
4,7,7
2,7,4
1,7,4
2,7,2
2,8,4
3,8,1
1,8,3
2,8,1
3,9,1
1,9,5
4,9,3
4,9,7
5,10,3
1,10,4
1,10,7
1,10,6
1,11,6
1,11,1
3,11,4
4,11,6
1,12,6
3,12,1
1,12,5
1,12,3
2,13,4
1,13,3
1,13,1
4,13,6
4,14,4
1,14,3
1,14,1
5,14,2
5,15,5
3,15,5
1,15,1
5,15,2
1,16,4
4,16,6
4,16,4
2,16,1
5,17,6
2,17,3
5,17,3
2,17,6
1,18,4
4,18,5
5,18,2
4,18,1
4,19,2
5,19,1
5,19,5
5,19,5
