dest,inb train,nb rc
1,0,9
1,0,9
1,0,3
1,0,6
1,1,7
1,1,5
1,1,9
1,1,2
1,2,9
1,2,4
1,2,4
1,2,8
1,3,6
1,3,4
1,3,6
1,3,5
1,4,7
1,4,9
1,4,4
1,4,4
1,5,6
1,5,9
1,5,7
1,5,1
1,6,4
1,6,3
1,6,4
1,6,4
1,7,8
1,7,7
1,7,7
1,7,7
1,8,7
1,8,2
1,8,9
1,8,2
1,9,7
1,9,2
1,9,2
1,9,7
1,10,4
1,10,7
1,10,6
1,10,3
1,11,3
1,11,3
1,11,4
1,11,1
1,12,2
1,12,9
1,12,7
1,12,5
1,13,7
1,13,8
1,13,2
1,13,8
1,14,7
1,14,2
1,14,7
1,14,3
1,15,9
1,15,3
1,15,2
1,15,8
1,16,2
1,16,6
1,16,1
1,16,9
1,17,5
1,17,6
1,17,1
1,17,6
1,18,1
1,18,9
1,18,9
1,18,1
1,19,9
1,19,2
1,19,5
1,19,5
