dest,inb train,nb rc
1,0,3
1,0,2
1,0,6
1,0,7
1,1,2
1,1,1
1,1,9
1,1,7
1,2,1
1,2,3
1,2,1
1,2,3
1,3,1
1,3,8
1,3,9
1,3,1
1,4,5
1,4,8
1,4,4
1,4,6
1,5,2
1,5,8
1,5,5
1,5,3
1,6,4
1,6,2
1,6,5
1,6,7
1,7,5
1,7,8
1,7,3
1,7,7
1,8,5
1,8,3
1,8,2
1,8,7
1,9,8
1,9,6
1,9,4
1,9,1
1,10,2
1,10,1
1,10,7
1,10,4
1,11,1
1,11,5
1,11,9
1,11,8
1,12,4
1,12,5
1,12,6
1,12,8
1,13,3
1,13,4
1,13,6
1,13,4
1,14,7
1,14,7
1,14,6
1,14,1
1,15,8
1,15,3
1,15,7
1,15,8
1,16,2
1,16,4
1,16,7
1,16,5
1,17,4
1,17,7
1,17,7
1,17,4
1,18,2
1,18,4
1,18,4
1,18,9
1,19,3
1,19,7
1,19,2
1,19,3
